,1x1,1x2,1x3,1x4,1x5,2x1,2x2,2x3,2x4,2x5,3x1,3x2,3x3,3x4,3x5,4x1,4x2,4x3,4x4,4x5,5x1,5x2,5x3,5x4,5x5
const,-0.029415767010696404,-0.1904823670148258,-0.09952721011079249,0.11905885573840619,-0.02668766919489507,-0.10622120635504363,-0.0761508576065514,0.0208879097331889,-0.06269020928671122,-0.06728091064158255,-0.07619901659760879,-0.07912336962098862,-0.04277313131753864,0.044915611679309186,-0.1509730131921754,-0.12167847272293703,-0.08921228370264285,-0.04268372129435689,0.006872472012937918,-0.23779765445916815,-0.03333835810942587,-0.11766255657862479,0.01491032713930523,-0.013805610726700295,0.11588642669210833
market_excess,1.056339587790097,0.7650354419427396,0.7234903989011441,0.9619091914481697,2.711569887877254,0.9462304295885433,0.7690135362887567,1.1030809822627787,0.5704374937077324,0.923638037755363,0.9263005195847573,0.8397670649867828,1.4035012009624934,0.9534437530356463,1.0224176603229624,1.2140236182030357,1.1009775678939444,1.1943722424533292,1.282094425750302,-0.048217203776991104,1.3864328880321983,1.1460803257436984,1.2595752074654967,1.0754872547775232,0.919918661020041
smb,1.662196064242105,1.0699698607134902,0.8496331886554405,1.1956439013291849,0.8677271478013593,1.25629587467758,0.7106126342803842,0.3242058572940095,1.0858002390884451,1.0786573101381836,0.7927385107813684,-0.27826128253878474,0.1263991573994723,0.5625196744983387,-0.4823014007350842,0.5001089331984749,0.16719314447711361,-0.24492680552589305,0.21648660323476615,1.3216777267827982,-1.2324815973540302,-0.6118658268138372,-0.1810642535917208,-0.027482847745739173,0.19309700155824178
hml,-0.08979644421105748,0.1855649293375523,0.15875105775859968,-0.11134884860458197,0.9358923920804068,-0.06794726679933104,0.11660107540886386,0.19283645063688754,0.660222092362016,1.139984151526478,0.014655259522120523,0.1708518508946674,0.2744943551219115,0.35521904306614605,1.3271778163152248,0.15263896591391352,0.19729720281618957,0.1810340607320069,0.25308334819756356,1.7357532071911796,0.1286054567270485,0.26114842003010097,0.03565610557474263,0.17619441827368532,-0.0006515959605943983
